일자,기온,풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C),오 존,이산화질소,일산화탄소,아황산가스,PM10,PM2.5
2021-08-19-19,28.7,1.4,70,51,20,1000.6,0,0.22,27.4,0.023,0.02,0.3,0.002,13,5
2021-08-19-20,27.4,3.2,110,55,20,1001.5,0,0.01,25.5,0.029,0.017,0.3,0.002,13,7
2021-08-19-21,26.6,2,90,57,19.7,1002.2,,,24.4,0.032,0.008,0.3,0.002,13,5
2021-08-19-22,25.9,2,70,59,19.6,1002.5,,,23.6,0.027,0.011,0.3,0.003,15,6
2021-08-19-23,25.4,2.2,50,60,19.4,1002.4,,,23,0.029,0.01,0.3,0.002,14,5
2021-08-20-00,25,1.9,50,61,19.2,1002.6,,,23.5,0.027,0.014,0.3,0.002,14,7
2021-08-20-01,24.5,2.2,50,63,19.2,1002.3,,,22.6,0.022,0.019,0.3,0.002,16,6
2021-08-20-02,24.2,2.2,50,65,19.5,1002.5,,,23,0.015,0.029,0.4,0.003,20,9
2021-08-20-03,24,2,50,66,19.6,1002.4,,,23,0.016,0.03,0.4,0.003,19,8
2021-08-20-04,23.6,2.4,50,68,19.7,1002.4,,,22.6,0.016,0.038,0.5,0.003,19,6
2021-08-20-05,23,2.5,50,70,19.6,1002.2,,,21.6,0.024,0.024,0.4,0.003,23,6
2021-08-20-06,22.7,2.5,70,72,19.7,1002.5,0,0,21.2,0.023,0.031,0.5,0.003,22,10
2021-08-20-07,22.7,2.9,50,73,20.1,1002.8,0,0.15,22.1,0.029,0.031,0.5,0.003,20,7
2021-08-20-08,24.3,2.4,50,69,20.9,1002.6,0.9,0.75,26,0.036,0.021,0.4,0.003,21,6
2021-08-20-09,25.8,2.2,110,68,22.5,1002.7,0.8,1.46,32.6,0.038,0.032,0.4,0.003,15,5
2021-08-20-10,27.8,2.4,90,63,23.5,1002.8,0.9,2.15,40.2,0.036,0.027,0.4,0.003,18,9
2021-08-20-11,28.9,2.4,160,60,23.8,1002.7,0.8,2.64,39.1,0.039,0.033,0.5,0.003,14,4
2021-08-20-12,29.5,2.2,200,56,22.9,1001.9,0.6,2.38,45.1,0.036,0.042,0.4,0.003,18,11
2021-08-20-13,29.6,3.1,140,54,22.4,1001.5,0.3,1.91,40.1,0.023,0.041,0.5,0.003,16,8
2021-08-20-14,29.5,2.9,180,54,22.2,1001.2,0.1,1.47,36.9,0.022,0.038,0.5,0.003,19,12
2021-08-20-15,29,3.6,200,55,22,1001,0.1,0.92,34.1,0.024,0.031,0.4,0.003,22,10
2021-08-20-16,30.3,2.2,180,55,23.7,1000.3,0.4,1.63,39.2,0.019,0.035,0.5,0.003,21,10
2021-08-20-17,30.2,1.7,230,52,22.2,999.9,0.6,1.43,34.2,0.02,0.029,0.4,0.003,17,9
2021-08-20-18,29.1,2.4,140,54,21.7,999.8,0,0.2,29.7,0.017,0.028,0.4,0.003,17,8
2021-08-20-19,28.5,2.6,180,56,21.7,999.9,0,0.12,27.5,0.021,0.021,0.4,0.003,17,8
2021-08-20-20,28,1.9,140,59,22.2,1000.2,0,0,26.5,0.024,0.018,0.3,0.003,15,11
2021-08-20-21,27.7,1.8,110,60,22.2,1000.4,,,26,0.03,0.011,0.3,0.003,15,8
2021-08-20-22,27.1,2.2,70,66,23.5,1000.2,,,25.6,0.03,0.009,0.3,0.002,17,6
2021-08-20-23,26.7,4.1,110,67,23.4,1000.5,,,24.9,0.028,0.009,0.3,0.003,16,7
2021-08-21-00,24.8,1.3,70,78,24.3,1000.1,,,24.5,0.027,0.013,0.3,0.002,19,9
2021-08-21-01,24.5,2,50,80,24.6,999.2,,,24,0.019,0.017,0.3,0.002,17,8
2021-08-21-02,24,2.1,50,82,24.4,998.9,,,23.3,0.012,0.028,0.4,0.003,25,9
2021-08-21-03,24.1,2.5,50,82,24.6,998.4,,,23.6,0.015,0.028,0.4,0.003,20,7
2021-08-21-04,24.1,2.3,50,82,24.6,997.5,,,23.7,0.016,0.023,0.5,0.003,17,8
2021-08-21-05,24.1,2,50,82,24.6,996.8,,,23.7,0.022,0.027,0.5,0.003,22,6
2021-08-21-06,24.4,2.1,70,76,23.1,996.2,0,0,23.6,0.03,0.027,0.5,0.003,19,10
2021-08-21-07,24.3,1.9,70,77,23.4,995.6,0,0.07,23.7,0.036,0.032,0.5,0.003,17,8
2021-08-21-08,24.2,2.2,90,81,24.4,994.8,0,0.14,24.2,0.048,0.033,0.5,0.003,18,11
2021-08-21-09,23.9,2.3,70,87,25.6,994.1,0,0.18,24,0.049,0.037,0.5,0.003,20,11
2021-08-21-10,23,3.6,70,94,26.3,993.1,0,0.08,23,0.055,0.035,0.5,0.003,26,14
2021-08-21-11,22.7,3.1,50,96,26.4,992,0,0.1,23.1,0.053,0.031,0.5,0.003,22,13
2021-08-21-12,22,4.5,50,98,25.8,989,0,0.11,22.1,0.05,0.04,0.5,0.003,23,13
2021-08-21-13,21.4,6.3,290,99,25.2,989.1,0,0.16,21.3,0.04,0.048,0.5,0.003,24,14
2021-08-21-14,23.4,2.4,110,97,27.7,988.3,0.3,1.5,33.5,0.036,0.047,0.5,0.003,23,17
2021-08-21-15,25,0.8,110,85,26.8,989.3,0.7,2.45,31.6,0.029,0.058,0.6,0.003,23,14
2021-08-21-16,25.5,2.2,250,78,25.3,989.2,0,1.09,28.7,0.026,0.052,0.6,0.003,24,15
2021-08-21-17,24.8,4.2,200,83,26,989.8,0,0.26,25.3,0.02,0.049,0.5,0.003,27,16
2021-08-21-18,23.9,3.1,200,93,27.4,989.9,0,0.11,24.6,0.03,0.033,0.4,0.003,29,16
2021-08-21-19,23.6,5.1,200,92,26.8,990.3,0,0.06,23.8,0.04,0.022,0.4,0.003,55,15
2021-08-21-20,23.2,2,230,93,26.3,991.1,0,0,23.5,0.032,0.024,0.5,0.003,21,10
2021-08-21-21,23.3,3.9,250,93,26.4,992.7,,,23.4,0.029,0.02,0.4,0.003,20,10
2021-08-21-22,23.3,1.8,270,92,26.3,993.8,,,23.3,0.027,0.019,0.4,0.003,21,10
2021-08-21-23,23.4,3.6,230,90,25.8,994.7,,,23.1,0.024,0.016,0.4,0.003,19,11
2021-08-22-00,23.4,2.9,230,91,26.1,995.2,,,23.1,0.024,0.02,0.4,0.002,21,14
2021-08-22-01,23.3,3.2,200,91,26,995.6,,,23,0.023,0.024,0.3,0.003,20,10
2021-08-22-02,23.2,2.4,250,90,25.5,996,,,22.9,0.017,0.036,0.4,0.003,22,12
2021-08-22-03,23.1,1.8,270,90,25.3,996.3,,,22.8,0.014,0.036,0.4,0.003,21,10
2021-08-22-04,22.9,1.7,270,90,25,996.5,,,22.6,0.014,0.034,0.4,0.003,21,14
2021-08-22-05,22.6,1.1,230,90,24.6,996.2,,,21.8,0.013,0.034,0.5,0.003,25,12
2021-08-22-06,22.5,1.3,230,93,25.3,996.2,0,0,22.2,0.016,0.034,0.5,0.003,21,9
2021-08-22-07,23,1.5,200,93,26.1,996.4,0,0.14,23.8,0.022,0.031,0.5,0.003,17,9
2021-08-22-08,23.6,1.8,200,91,26.4,996.9,0,0.29,24.1,0.027,0.024,0.4,0.003,14,6
2021-08-22-09,24.2,1.6,250,89,26.8,997.4,0,0.34,25,0.033,0.022,0.4,0.003,10,3
2021-08-22-10,24.9,3.4,200,83,26.1,997.8,0,0.58,26.2,0.033,0.026,0.4,0.002,12,3
2021-08-22-11,25,2.9,250,83,26.3,998.3,0,0.48,25.4,0.032,0.029,0.5,0.003,9,3
2021-08-22-12,26,3.2,250,72,24.1,998.5,0.1,1.2,30.2,0.035,0.028,0.4,0.003,11,4
2021-08-22-13,26.6,3.5,270,69,24,998.5,0.5,2.03,30.1,0.035,0.026,0.4,0.003,26,8
2021-08-22-14,26.6,2.5,250,69,24,997.8,0.1,1.31,28.9,0.032,0.024,0.4,0.003,17,5
2021-08-22-15,26.3,2.9,250,70,23.8,998.1,0,0.61,27.6,0.035,0.018,0.4,0.002,15,3
2021-08-22-16,26,4.3,230,72,24.1,998.2,0,0.58,27.2,0.031,0.018,0.4,0.003,18,5
2021-08-22-17,26.1,2.5,200,70,23.5,998.2,0,0.66,26.9,0.035,0.013,0.4,0.003,8,3
2021-08-22-18,25.5,2.2,250,70,22.8,998.7,0,0.31,25.3,0.032,0.017,0.4,0.002,8,3
2021-08-22-19,25.2,2.3,230,73,23.4,998.9,0,0.1,24.2,0.035,0.016,0.3,0.002,12,5
2021-08-22-20,24.8,2,250,78,24.3,999.5,0,0.01,23.6,0.037,0.011,0.3,0.002,15,5
2021-08-22-21,24.3,1.9,250,82,24.9,1000.1,,,23.2,0.037,0.007,0.3,0.002,13,6
2021-08-22-22,24,0.6,250,83,24.7,1000,,,22.9,0.037,0.008,0.3,0.002,12,3
2021-08-22-23,23.5,0.7,250,84,24.3,1000.1,,,22.5,0.036,0.007,0.3,0.003,10,4
2021-08-23-00,23.1,0.4,0,86,24.3,1000.7,,,22.2,0.037,0.007,0.3,0.003,10,3
2021-08-23-01,22.8,0.5,50,88,24.4,1000.9,,,22.1,0.027,0.009,0.3,0.003,11,4
2021-08-23-02,22.3,2.1,20,89,23.8,1001,,,21.7,0.021,0.014,0.3,0.002,11,6
2021-08-23-03,22,0.7,90,90,23.7,1001.2,,,21.6,0.03,0.023,0.4,0.002,14,4
2021-08-23-04,21.9,2.3,50,91,23.8,1000.8,,,21.7,0.032,0.02,0.4,0.003,20,10
2021-08-23-05,21.9,3.1,50,91,23.8,1000.2,,,21.6,0.043,0.016,0.5,0.002,24,12
2021-08-23-06,21.9,1.6,70,89,23.2,1000.4,0,0,21.7,0.045,0.02,0.6,0.002,30,21
2021-08-23-07,22,2,50,90,23.7,1000,0,0.06,22.2,0.047,0.015,0.5,0.002,30,18
2021-08-23-08,22.5,2,70,87,23.7,1000.8,0,0.3,23.3,0.049,0.012,0.4,0.003,33,15
2021-08-23-09,22.9,2.3,50,84,23.4,1000.8,0,0.4,23.6,0.049,0.014,0.4,0.003,33,14
2021-08-23-10,23.4,2.3,50,83,23.8,1000.5,0,0.49,24.8,0.044,0.02,0.5,0.003,27,14
2021-08-23-11,23.9,2.8,50,81,24,1000.5,0,0.51,25,0.049,0.02,0.5,0.003,29,18
2021-08-23-12,24,2.2,50,81,24.1,1000.4,0,0.52,25.2,0.051,0.019,0.5,0.003,30,20
2021-08-23-13,23.9,2.4,110,86,25.5,1000.4,0,0.42,25.1,0.048,0.021,0.6,0.003,28,18
2021-08-23-14,23.7,2,70,89,26,999.8,0,0.41,25,0.046,0.022,0.5,0.003,32,21
2021-08-23-15,23.6,1.8,70,90,26.1,999,0,0.37,24.9,0.039,0.024,0.6,0.003,32,20
2021-08-23-16,23.2,2.6,110,90,25.5,998.7,0,0.15,23.7,0.038,0.019,0.5,0.002,32,24
2021-08-23-17,23.2,2.1,110,93,26.3,998.3,0,0.07,23.7,0.03,0.022,0.5,0.003,39,19
2021-08-23-18,22.9,1.9,70,93,26,997.7,0,0.08,23.3,0.02,0.018,0.5,0.003,72,21
2021-08-23-19,22.1,3.1,110,93,24.7,998,0,0.03,22.4,0.017,0.02,0.6,0.002,32,21
2021-08-23-20,21.3,2.1,70,94,23.7,997.3,0,0,21.7,0.012,0.018,0.6,0.003,28,19
2021-08-23-21,21.1,2.6,50,95,23.7,996.3,,,21.6,0.01,0.016,0.6,0.003,31,20
2021-08-23-22,21,2.6,50,94,23.2,995.2,,,21.4,0.009,0.017,0.6,0.003,35,21
2021-08-23-23,21.1,2.8,50,93,23.2,994.3,,,21.4,0.006,0.017,0.6,0.003,33,20
2021-08-24-00,21.1,2.7,70,92,22.9,993.5,,,21.3,0.009,0.02,0.6,0.003,34,19
2021-08-24-01,21.3,3.4,50,91,22.9,992.4,,,21.2,0.009,0.026,0.6,0.003,34,19
2021-08-24-02,21.4,2.5,50,90,22.8,991.7,,,21.3,0.009,0.029,0.6,0.003,39,21
2021-08-24-03,21.6,2,50,90,23.1,991.3,,,21.5,0.006,0.029,0.7,0.004,44,19
2021-08-24-04,21.4,1.9,70,94,23.8,990.9,,,21.5,0.006,0.038,0.8,0.003,38,18
2021-08-24-05,21.1,2.7,50,96,24,990.3,,,21.4,0.007,0.036,0.9,0.003,36,19
2021-08-24-06,21.2,2.2,70,96,24.1,990.1,0,0,21.4,0.008,0.041,0.9,0.004,38,20
2021-08-24-07,21.5,2.7,70,97,24.7,989.8,0,0.02,21.8,0.011,0.038,0.8,0.004,33,18
2021-08-24-08,21.8,2.9,50,96,25,989,0,0.09,22.4,0.014,0.038,0.7,0.003,33,24
2021-08-24-09,22.2,3.4,50,96,25.6,988.2,0,0.25,23.3,0.015,0.037,0.7,0.003,30,19
2021-08-24-10,22.5,3,50,96,26.1,988.1,0,0.27,23.8,0.008,0.051,0.9,0.003,30,21
2021-08-24-11,23.7,3,50,94,27.4,987.6,0,0.79,26.7,0.008,0.038,0.9,0.003,27,16
2021-08-24-12,24.1,2.1,50,95,28.4,987.2,0,0.56,26.1,0.006,0.044,0.8,0.003,28,17
2021-08-24-13,24.2,1.5,50,96,28.9,987,0,0.37,26.5,0.006,0.04,0.8,0.003,24,13
2021-08-24-14,24.5,1.7,20,97,29.7,987.1,0,0.35,26.4,0.017,0.031,0.6,0.003,24,15
2021-08-24-15,25.9,2.8,180,94,31.3,987.1,0,0.73,27.6,0.024,0.035,0.4,0.003,14,6
2021-08-24-16,26.4,3.5,180,91,31.3,986.9,0,0.75,27.6,0.023,0.034,0.4,0.003,13,8
2021-08-24-17,25.8,3.6,230,93,30.7,987.4,0,0.25,26.4,0.019,0.035,0.4,0.003,10,3
2021-08-24-18,24.8,5.2,200,92,28.8,988.4,0,0.13,24.7,0.022,0.025,0.4,0.003,11,8
2021-08-24-19,24.1,3.7,200,96,28.8,989.6,0,0.02,24.2,0.022,0.022,0.4,0.003,8,3
2021-08-24-20,23.4,3.7,200,97,27.7,990.6,0,0,23.6,0.022,0.022,0.4,0.002,8,7
2021-08-24-21,23.6,3.7,200,94,27.2,991.9,,,23.4,0.023,0.014,0.3,0.003,9,3
2021-08-24-22,23.8,3.6,230,92,27.1,992.7,,,23.3,0.021,0.012,0.3,0.003,8,3
2021-08-24-23,23.8,1.9,270,90,26.4,993.4,,,23.3,0.02,0.012,0.3,0.003,12,5
2021-08-25-00,23.9,2.9,200,92,27.2,994.4,,,23.4,0.015,0.014,0.3,0.002,12,7
2021-08-25-01,23.9,1.9,250,91,26.9,994.5,,,23.3,0.009,0.023,0.3,0.002,10,3
2021-08-25-02,23.8,2.3,250,92,27.1,994.5,,,23.3,0.005,0.023,0.4,0.003,12,4
2021-08-25-03,23.8,0.4,0,93,27.2,994.3,,,23.4,0.003,0.03,0.5,0.003,13,4
2021-08-25-04,23.7,0.9,180,94,27.4,994.8,,,23.5,0.003,0.025,0.6,0.003,12,6
2021-08-25-05,23.7,0.5,70,95,27.7,994.8,,,23.3,0.004,0.024,0.5,0.003,22,5
2021-08-25-06,23.6,1,20,96,27.9,994.9,0,0,23.1,0.006,0.026,0.6,0.003,10,3
2021-08-25-07,23.6,1.4,20,96,27.9,995.4,0,0.02,23.5,0.005,0.032,0.7,0.003,13,3
2021-08-25-08,23.8,0.8,70,95,27.9,995.7,0,0.14,24.4,0.004,0.033,0.7,0.003,17,10
2021-08-25-09,24.5,1.4,90,93,28.4,995.8,0,0.39,25.7,0.004,0.039,0.8,0.003,19,9
2021-08-25-10,24.9,2.6,110,91,28.6,996,0,0.52,25.9,0.014,0.039,0.7,0.003,20,9
2021-08-25-11,25.6,2.5,140,85,27.7,996.2,0,0.77,28.2,0.024,0.028,0.6,0.003,22,10
2021-08-25-12,25.7,2.4,140,81,26.6,996.3,0,1.01,27.9,0.018,0.031,0.7,0.003,29,15
2021-08-25-13,25.5,2.2,160,84,27.2,996.2,0,0.74,27.9,0.021,0.023,0.4,0.003,20,9
2021-08-25-14,26,2,200,83,27.7,996.3,0,1.09,28,0.019,0.024,0.4,0.003,21,8
2021-08-25-15,27.2,2.9,180,74,26.6,995.7,0.2,1.75,33.9,0.02,0.02,0.4,0.003,14,6
2021-08-25-16,26.9,2.7,90,76,26.9,995.8,0.1,0.99,29.4,0.019,0.02,0.3,0.003,11,4
2021-08-25-17,26.8,2.9,140,74,26,995.7,0.1,0.76,28.2,0.018,0.02,0.3,0.003,10,3
2021-08-25-18,26.3,2.5,160,75,25.6,996.5,0.2,0.59,26.1,0.02,0.018,0.3,0.003,12,3
2021-08-25-19,25.6,2.6,160,78,25.5,996.4,0.1,0.18,24.8,0.019,0.02,0.3,0.003,13,4
2021-08-25-20,25.1,2.6,160,82,26.1,997.3,0,0.01,24,0.021,0.02,0.3,0.003,16,7
2021-08-25-21,24.8,2,160,84,26.3,998,,,23.9,0.021,0.015,0.3,0.003,15,5
2021-08-25-22,24.4,2.2,160,85,26,998.6,,,23.1,0.019,0.013,0.3,0.002,17,8
2021-08-25-23,24,0.4,0,86,25.6,998.7,,,22.6,0.015,0.01,0.3,0.003,16,6
2021-08-26-00,23.8,0.2,0,88,25.8,999.4,,,23.5,0.009,0.015,0.3,0.003,17,6
2021-08-26-01,23.9,1.7,180,89,26.3,999.6,,,23.4,0.006,0.016,0.3,0.003,17,6
2021-08-26-02,23.9,1.4,200,88,26,999.7,,,23.3,0.003,0.02,0.3,0.003,17,7
2021-08-26-03,23.7,2.1,200,89,26,999.9,,,22.7,0.003,0.033,0.5,0.003,20,8
2021-08-26-04,23.3,1.2,180,90,25.6,1000.3,,,22.2,0.005,0.043,0.6,0.004,26,11
2021-08-26-05,23.1,1.3,160,91,25.6,1000.5,,,22.4,0.007,0.035,0.6,0.003,25,9
2021-08-26-06,22.9,0.9,70,92,25.6,1000.9,0,0,22.3,0.01,0.032,0.6,0.003,24,13
2021-08-26-07,23.1,1.4,110,93,26.1,1001.6,0,0.1,23.2,0.017,0.036,0.6,0.003,21,7
2021-08-26-08,23.8,1.4,90,90,26.4,1001.7,0,0.42,25.3,0.018,0.039,0.6,0.003,20,12
2021-08-26-09,24.7,2,110,85,26.4,1001.8,0,0.68,26.6,0.02,0.032,0.5,0.003,18,9
2021-08-26-10,25.1,2.6,160,83,26.4,1002.7,0,0.6,27.1,0.024,0.03,0.5,0.003,18,12
2021-08-26-11,25.6,2.8,140,81,26.4,1002.6,0,0.88,26.9,0.027,0.036,0.6,0.003,20,10
2021-08-26-12,25.9,1.7,140,79,26.3,1002.4,0,0.59,27,0.029,0.035,0.6,0.003,20,14
2021-08-26-13,25.9,3.1,180,80,26.6,1002.3,0,0.46,26.3,0.028,0.033,0.6,0.003,15,7
2021-08-26-14,27,4.9,180,79,28.1,1002.1,0,1.15,29,0.022,0.038,0.5,0.003,9,5
2021-08-26-15,27.7,4,200,76,28.1,1001.8,0.1,1.36,29.1,0.019,0.035,0.5,0.003,15,6
2021-08-26-16,27.3,2.9,230,83,30,1001.4,0,0.72,28.7,0.016,0.035,0.5,0.003,14,7
2021-08-26-17,27.6,3.8,180,80,29.5,1001.6,0.1,0.77,27.9,0.018,0.032,0.5,0.003,14,6
2021-08-26-18,27.3,3.2,230,82,29.7,1001.9,0,0.29,26.6,0.012,0.03,0.5,0.003,17,6
2021-08-26-19,26.8,3.4,230,84,29.5,1002.1,0,0.05,25.5,0.006,0.029,0.5,0.003,17,7
2021-08-26-20,26.4,2.8,200,87,29.8,1002.9,0,0,25.1,0.01,0.025,0.5,0.003,19,9
2021-08-26-21,26.3,3,230,88,30,1003,,,25,0.016,0.021,0.6,0.003,17,7
2021-08-26-22,26,3,200,87,29.1,1002.9,,,24.6,0.016,0.022,0.5,0.003,19,9
2021-08-26-23,25.8,2.2,230,88,29.1,1003,,,24.4,0.025,0.017,0.4,0.003,21,11
2021-08-27-00,25.5,2.4,230,88,28.6,1002.8,,,24.1,0.012,0.024,0.4,0.003,24,15
2021-08-27-01,25.2,1.5,230,87,27.7,1002.8,,,23.9,0.006,0.029,0.5,0.003,22,10
2021-08-27-02,25,0.9,250,88,27.7,1002.6,,,23.9,0.005,0.038,0.5,0.003,25,9
2021-08-27-03,24.8,1.2,270,89,27.7,1002.7,,,23.8,0.005,0.042,0.6,0.003,27,11
2021-08-27-04,24.6,0.6,270,90,27.7,1002.7,,,23.7,0.008,0.039,0.6,0.004,33,14
2021-08-27-05,24.3,1.3,290,89,26.9,1002.9,,,23.6,0.014,0.037,0.7,0.003,36,17
2021-08-27-06,23.9,1.9,270,77,22.8,1002.9,0,0,22.9,0.026,0.039,0.7,0.003,39,17
2021-08-27-07,23.6,0.9,290,79,22.9,1003.1,0,0.04,23.3,0.029,0.035,0.7,0.003,37,17
2021-08-27-08,23.5,0.6,200,78,22.5,1003.3,0,0.16,23.7,0.023,0.043,0.7,0.003,39,19
2021-08-27-09,22.7,1.2,290,73,20.1,1003.4,0,0.21,23.6,0.031,0.036,0.6,0.003,43,21
2021-08-27-10,22.7,1.2,200,75,20.6,1004,0,0.25,23.5,0.036,0.036,0.7,0.004,51,26
2021-08-27-11,22.8,1,50,79,21.8,1003.6,0,0.35,24.1,0.035,0.041,0.6,0.003,54,28
2021-08-27-12,22.6,1.4,20,76,20.8,1003.2,0,0.3,24.1,0.034,0.039,0.7,0.003,56,33
2021-08-27-13,22.9,2,340,73,20.2,1003.4,0,0.44,24.8,0.039,0.037,0.6,0.003,55,29
2021-08-27-14,22.9,1.1,340,81,22.5,1003.4,0,0.4,24.7,0.036,0.037,0.6,0.003,62,32
2021-08-27-15,21.9,1.2,160,84,22,1002.7,0,0.31,23.9,0.039,0.035,0.6,0.003,62,33
2021-08-27-16,22,0.4,0,85,22.4,1002.1,0,0.24,23.6,0.039,0.028,0.6,0.003,63,31
2021-08-27-17,21.8,2.1,340,87,22.7,1003.1,0,0.16,23.1,0.037,0.029,0.6,0.003,56,28
2021-08-27-18,21.7,1.4,340,86,22.2,1002.4,0,0.1,22.7,0.04,0.021,0.5,0.003,57,29
2021-08-27-19,21.6,1,320,87,22.4,1003.2,0,0.05,22.2,0.036,0.025,0.5,0.003,54,28
2021-08-27-20,21.4,1.6,20,88,22.4,1003.2,0,0,21.7,0.042,0.018,0.5,0.003,54,26
2021-08-27-21,21.2,1.4,290,91,22.8,1004.1,,,21.2,0.041,0.012,0.5,0.003,50,25
2021-08-27-22,20.8,0.3,0,90,22,1004.1,,,20.4,0.036,0.011,0.4,0.003,49,30
2021-08-27-23,20.5,0.1,0,91,21.8,1004,,,20.7,0.033,0.01,0.4,0.003,47,25
2021-08-28-00,20.4,0,0,92,22,1004.3,,,20.7,0.031,0.01,0.4,0.003,44,25
2021-08-28-01,20.3,1.3,20,93,22.1,1004.5,,,20.9,0.034,0.013,0.4,0.003,41,20
2021-08-28-02,20.3,1,360,92,21.8,1004.1,,,20.9,0.031,0.017,0.4,0.003,40,17
2021-08-28-03,20.4,1.8,20,93,22.2,1004.2,,,20.9,0.03,0.019,0.4,0.003,34,16
2021-08-28-04,20.2,1.6,50,92,21.7,1004.4,,,20.8,0.037,0.017,0.4,0.003,34,11
2021-08-28-05,20.1,1.5,50,92,21.6,1004.4,,,20.3,0.023,0.037,0.5,0.003,23,6
2021-08-28-06,19.8,1.8,50,94,21.7,1004.7,0,0,19.8,0.017,0.044,0.6,0.003,29,8
2021-08-28-07,20,1.7,20,94,21.8,1005.5,0,0.11,21.3,0.023,0.028,0.4,0.003,36,8
2021-08-28-08,20.7,1.9,50,94,22.8,1005,0,0.31,22.8,0.025,0.024,0.4,0.003,22,6
2021-08-28-09,21.4,2.1,50,90,22.8,1004.8,0,0.45,23.7,0.014,0.043,0.6,0.003,22,7
2021-08-28-10,22.6,0.8,160,88,24.1,1004.9,0,0.82,26.7,0.008,0.054,0.8,0.003,32,15
2021-08-28-11,24.1,1.1,250,80,24,1004.7,0.2,1.5,30.6,0.013,0.049,0.6,0.003,33,9
2021-08-28-12,25.8,2.4,200,71,23.5,1004.3,0.7,2.61,32.7,0.012,0.042,0.6,0.003,23,10
2021-08-28-13,26.5,2.5,270,66,22.8,1004.2,0.6,2.3,32.1,0.014,0.036,0.5,0.003,20,9
2021-08-28-14,27.5,2.7,250,60,22,1003.9,0.7,2.08,34.4,0.007,0.035,0.5,0.003,21,11
2021-08-28-15,27.9,2.7,230,59,22.1,1003.6,0.8,2.28,32.5,0.006,0.039,0.5,0.003,21,10
2021-08-28-16,27.5,3.2,250,61,22.4,1003.4,0.4,1.46,30,0.004,0.037,0.5,0.003,23,6
2021-08-28-17,26.5,2,270,68,23.5,1003.5,0,0.71,27,0.002,0.035,0.5,0.003,24,9
2021-08-28-18,26,2.5,270,71,23.8,1003.3,0.4,0.68,25.6,0.002,0.033,0.5,0.003,27,9
2021-08-28-19,25,2.3,270,74,23.4,1003.2,0,0.13,23.8,0.004,0.032,0.4,0.003,24,9
2021-08-28-20,24.2,2,270,76,22.8,1003.4,0,0,23.1,0.003,0.028,0.4,0.003,23,10
2021-08-28-21,23.9,1.5,270,80,23.7,1004.1,,,23.1,0.002,0.026,0.4,0.003,22,8
2021-08-28-22,23.9,2.6,250,82,24.3,1004.7,,,22.9,0.002,0.025,0.5,0.003,25,8
2021-08-28-23,23.7,1.8,270,84,24.6,1004,,,22.8,0.002,0.025,0.5,0.003,22,8
2021-08-29-00,23.5,2.7,270,85,24.6,1004.4,,,22.5,0.002,0.025,0.5,0.003,24,9
2021-08-29-01,23.4,2.3,250,86,24.7,1004.1,,,22.6,0.002,0.021,0.4,0.003,24,10
2021-08-29-02,23.2,1.3,270,89,25.2,1003.7,,,22.9,0.002,0.019,0.5,0.003,23,9
2021-08-29-03,23.1,0.3,0,89,25,1003.2,,,22.8,0.003,0.023,0.5,0.003,31,7
2021-08-29-04,23.1,0.2,0,90,25.3,1003.1,,,23,0.003,0.037,0.7,0.004,31,13
2021-08-29-05,22.9,0.5,50,93,26,1003.1,,,23,0.006,0.036,0.7,0.003,35,12
2021-08-29-06,22.6,0.5,360,92,25.2,1003.4,,,22.9,0.017,0.037,0.6,0.004,34,12
2021-08-29-07,22.3,3,340,87,23.4,1004.2,0,0.01,22.4,0.033,0.034,0.6,0.004,32,14
2021-08-29-08,22,2.2,250,91,24,1004,0,0.1,22.8,0.057,0.025,0.5,0.003,35,21
2021-08-29-09,22.1,1.5,160,91,24.1,1004,0,0.33,24.1,0.069,0.024,0.5,0.003,37,22
2021-08-29-10,22.9,1.9,250,87,24.3,1004.4,0,0.66,26.2,0.062,0.025,0.5,0.004,41,23
2021-08-29-11,23.7,1.3,230,81,23.7,1004.1,0,1.08,30.5,0.064,0.027,0.5,0.004,39,24
2021-08-29-12,24.9,1.9,250,75,23.5,1004,0.2,1.87,31.1,0.068,0.027,0.5,0.004,47,30
2021-08-29-13,24.9,2,250,72,22.5,1004.2,0,0.91,28,0.059,0.03,0.5,0.003,44,26
2021-08-29-14,25,3.1,290,75,23.7,1003.7,0,0.9,29.2,0.059,0.024,0.5,0.003,38,28
2021-08-29-15,25.1,2.5,270,75,23.8,1003.1,0,0.82,27.6,0.051,0.021,0.4,0.003,35,22
2021-08-29-16,25.6,2,270,70,22.9,1003,0.2,1.22,28,0.045,0.02,0.5,0.003,35,21
2021-08-29-17,26.1,2.5,290,68,22.9,1003.2,0.5,1.13,27.6,0.036,0.024,0.5,0.003,34,20
2021-08-29-18,25.4,2.1,270,68,22,1003.6,0.1,0.43,24.9,0.037,0.019,0.5,0.003,34,19
2021-08-29-19,24.6,2.4,270,71,21.8,1003.7,0,0.13,23.4,0.039,0.016,0.4,0.003,32,17
2021-08-29-20,24,1.1,270,76,22.7,1004.5,0,0.01,23,0.046,0.011,0.4,0.003,28,14
2021-08-29-21,23.7,1.1,320,84,24.6,1004.7,,,22.6,0.045,0.009,0.4,0.003,26,14
